    ROW ID,SHOW ID,SHOW,Status,PRODUCTION TYPE,OPENING  DATE,CLOSING  DATE,# of  PERFORMANCES,PRODUCTION NOTES,PERSON ID,LAST NAME,FIRST NAME,Lifespan if deceased,Role,Person Start Date,Person End Date,PREFIX,WEBSITE,INTERNET BROADWAY DATABASE,LINK TO PHOTO,Photo Credit,PERSON FUN FACTS
294,S0182,Summer: The Donna Summer Musical,Closed,Original,4/23/2018,12/20/2018,288,,P0090,Theodore,Victoria,,Music Director,,,,https://victoriatheodore.com/,https://www.ibdb.com/broadway-cast-staff/victoria-theodore-518359,https://flerlageapps.com/Women-Conductors/P0090.jpg,,
295,S0182,Summer: The Donna Summer Musical,Closed,Original,4/23/2018,12/20/2018,288,,P0091,Thompson,Alyssa Kay,,Alternate Conductor,,,,https://www.alyssakthompson.com/,https://www.ibdb.com/broadway-cast-staff/alyssa-kay-thompson-535581,https://flerlageapps.com/Women-Conductors/P0091.jpg,,
296,S0183,Sunday in the Park with George,Closed,Revival,2/21/2008,6/29/2008,149,,P0051,Humphris,Caroline,,Music Supervisor,,,,https://www.carolinehumphris.com/,https://www.ibdb.com/broadway-cast-staff/caroline-humphris-472079,https://flerlageapps.com/Women-Conductors/P0051.jpg,,
297,S0183,Sunday in the Park with George,Closed,Revival,2/21/2008,6/29/2008,149,,P0051,Humphris,Caroline,,Music Director / Conductor,,,,https://www.carolinehumphris.com/,https://www.ibdb.com/broadway-cast-staff/caroline-humphris-472079,https://flerlageapps.com/Women-Conductors/P0051.jpg,,
298,S0184,Sunset Boulevard,Closed,Original,11/17/1994,3/22/1997,977,,P0011,Blodgette,Kristen,,Associate Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
299,S0185,Sunset Boulevard,Closed,Revival,2/9/2017,6/25/2017,138,,P0011,Blodgette,Kristen,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
300,S0185,Sunset Boulevard,Closed,Revival,2/9/2017,6/25/2017,138,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
301,S0186,Sweeney Todd,Closed,Revival,8/5/1989,2/25/1990,188,,P0011,Blodgette,Kristen,,Music Director / Conductor,8/1/2023,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
302,S0187,Sweeney Todd,Closed,Revival,10/3/2005,9/3/2006,329,Also won the Tony for Best Orchestrations for this show,P0020,Campbell,Mary-Mitchell,,Music Supervisor,1/1/2006,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
303,S0187,Sweeney Todd,Closed,Revival,10/3/2005,9/3/2006,329,Also won the Tony for Best Orchestrations for this show,P0093,Travis,Sarah,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/sarah-travis-400380,https://flerlageapps.com/Women-Conductors/P0093.jpg,,
304,S0188,Sweeney Todd,Closed,Revival,3/26/2023,5/5/2024,406,,P0075,Rosenberg,Jan,1953-2010,Assistant Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
305,S0189,Tammy Faye,Closed,Original,11/14/2024,12/8/2024,29,,P0068,Moore,Jodie,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
306,S0190,The 25th Annual Putnam County Spelling Bee,Closed,Original,5/2/2005,1/20/2008,1136,,P0029,Dean,Carmel,,Associate Conductor,,,,https://carmeldean.com/,https://www.ibdb.com/broadway-cast-staff/carmel-dean-394061,https://flerlageapps.com/Women-Conductors/P0029.jpg,,
307,S0191,The Addams Family,Closed,Original,4/8/2010,12/31/2011,722,,P0020,Campbell,Mary-Mitchell,,Music Director / Conductor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
308,S0192,The Band's Visit,Closed,Original,11/9/2017,4/7/2019,588,,P0047,Grody,Andrea,,Co-Music Supervisor,,,,https://www.andreagrody.com/,https://www.ibdb.com/broadway-cast-staff/andrea-grody-515120,https://flerlageapps.com/Women-Conductors/P0047.jpg,,
309,S0192,The Band's Visit,Closed,Original,11/9/2017,4/7/2019,588,,P0047,Grody,Andrea,,Music Director / Conductor,,,,https://www.andreagrody.com/,https://www.ibdb.com/broadway-cast-staff/andrea-grody-515120,https://flerlageapps.com/Women-Conductors/P0047.jpg,,
310,S0193,The Boys From Syracuse,Closed,Revival,8/18/2002,10/20/2002,73,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
311,S0194,The Color Purple,Closed,Original,12/1/2005,2/24/2008,910,,P0055,Jayes,Catherine,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/catherine-jayes-502993,https://flerlageapps.com/Women-Conductors/P0055.jpg,,
312,S0195,The Color Purple,Closed,Revival,12/10/2015,1/8/2017,450,,P0094,Twine,Linda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
313,S0196,The Fifth Season,Closed,Original,10/12/1975,1/25/1976,122,,P0084,Solomon,Renee,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/renee-solomon-102716,,,
314,S0197,The Frogs,Closed,Original,7/22/2004,10/10/2004,92,,P0036,duChateau,Annbritt,,Associate Music Director / Associate Conductor,7/22/2004,10/10/2004,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
315,S0198,The Full Monty,Closed,Original,10/26/2000,9/1/2002,770,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
316,S0199,The Gay Life,Closed,Original,11/18/1961,2/24/1962,113,,P0048,Gustafson,Karen,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
317,S0200,The Gershwins' Fascinating Rhythm,Closed,Original,4/25/1999,5/9/1999,17,,P0058,Westphal,Cynthia Kortman,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/cynthia-kortman-westphal-493768,https://flerlageapps.com/Women-Conductors/P0058.jpg,,
318,S0200,The Gershwins' Fascinating Rhythm,Closed,Original,4/25/1999,5/9/1999,17,,P0058,Westphal,Cynthia Kortman,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/cynthia-kortman-westphal-493768,https://flerlageapps.com/Women-Conductors/P0058.jpg,,
319,S0201,The Goodbye Girl,Closed,Original,3/4/1993,8/15/1993,188,,P0061,Liebergall,Fran,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/fran-liebergall-89480,https://flerlageapps.com/Women-Conductors/P0061.jpg,,Worked as Marvin Hamlisch's assistant for many years
320,S0202,The Hills of California,Closed,Other,9/29/2024,12/22/2024,97,Play with Music,P0017,Bruce,Rebekah,,Associate Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/rebekah-bruce-parker-524338,https://flerlageapps.com/Women-Conductors/P0017.jpg,,
321,S0202,The Hills of California,Closed,Other,9/29/2024,12/22/2024,97,Play with Music,P0018,Caldicot,Candida,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/candida-caldicot-524015,https://flerlageapps.com/Women-Conductors/P0018.jpg,,
322,S0203,The Human Comedy,Closed,Original,4/5/1984,4/15/1984,13,,P0059,León,Tania,,Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/tania-len-82188,https://flerlageapps.com/Women-Conductors/P0059.jpg,,
323,S0204,The King and I,Closed,Revival,4/11/1996,2/22/1998,780,,P0074,Rosen,Cherie,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
324,S0204,The King and I,Closed,Revival,4/11/1996,2/22/1998,780,,P0074,Rosen,Cherie,,Conductor,1/1/1997,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
325,S0205,The Life,Closed,Original,4/26/1997,6/7/1998,466,,P0074,Rosen,Cherie,,Associate Conductor,1/1/1998,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
326,S0206,The Light in the Piazza,Closed,Original,4/18/2005,7/2/2006,504,,P0046,Grigsby,Kimberly,,Conductor,1/1/2005,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
327,S0207,The Lion King,Running,Original,11/13/1997,,11057,,P0054,Jamieson,Angela,,Assistant Conductor,1/1/2015,12/31/2020,,,https://www.ibdb.com/broadway-cast-staff/angela-jamieson-536483,https://flerlageapps.com/Women-Conductors/P0054.jpg,,
328,S0207,The Lion King,Running,Original,11/13/1997,,11057,,P0074,Rosen,Cherie,,Associate Conductor,1/1/2005,1/14/2024,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
329,S0207,The Lion King,Running,Original,11/13/1997,,11057,,P0074,Rosen,Cherie,,Music Director / Conductor,1/15/2024,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
330,S0207,The Lion King,Running,Original,11/13/1997,,11057,,P0058,Westphal,Cynthia Kortman,,Assistant Conductor,1/1/1998,,,,https://www.ibdb.com/broadway-cast-staff/cynthia-kortman-westphal-493768,https://flerlageapps.com/Women-Conductors/P0058.jpg,,
331,S0207,The Lion King,Running,Original,11/13/1997,,11057,,P0058,Westphal,Cynthia Kortman,,Associate Music Director,1/1/1999,,,,https://www.ibdb.com/broadway-cast-staff/cynthia-kortman-westphal-493768,https://flerlageapps.com/Women-Conductors/P0058.jpg,,
332,S0208,The Look of Love,Closed,Original,5/4/2003,6/15/2003,49,,P0004,Anschutz,Sue,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
333,S0209,The Music Man,Closed,Original,12/19/1957,4/15/1961,1375,,P0071,Redfield,Liza,1924-2018,Music Director / Conductor,7/4/1960,,,,https://www.ibdb.com/broadway-cast-staff/liza-redfield-83043,https://flerlageapps.com/Women-Conductors/P0071.jpg,,"Broadway's first full time female conductor (The Music Man, replacement 1960)"
334,S0210,The Nance,Closed,Other,4/15/2013,8/11/2013,136,Play with Music,P0100,Will,Ethyl,,Alternate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
335,S0211,The Notebook,Closed,Original,3/14/2024,12/15/2024,317,,P0029,Dean,Carmel,,Music Supervisor,,,,https://carmeldean.com/,https://www.ibdb.com/broadway-cast-staff/carmel-dean-394061,https://flerlageapps.com/Women-Conductors/P0029.jpg,,
336,S0211,The Notebook,Closed,Original,3/14/2024,12/15/2024,317,,P0044,Golden,"Alex ""Goldie""",,Associate Conductor,,,,https://www.alexgoldiegolden.com/,https://www.ibdb.com/broadway-cast-staff/alex-goldie-golden-538294,https://flerlageapps.com/Women-Conductors/P0044.jpg,,
337,S0211,The Notebook,Closed,Original,3/14/2024,12/15/2024,317,,P0068,Moore,Jodie,,Substitute Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
338,S0212,The Outsiders,Running,Original,4/11/2024,,682,,P0067,Meng,Cynthia,,Alternate Conductor,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
339,S0212,The Outsiders,Running,Original,4/11/2024,,682,,P0102,Yohe,Andrea,,Substitute Conductor,9/1/2024,,,,,https://flerlageapps.com/Women-Conductors/P0102.jpg,,
340,S0213,The Pajama Game,Closed,Revival,12/9/1973,2/3/1974,65,,P0015,Brown,Joyce,1920-2015,Music Director,,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
341,S0214,The Phantom of the Opera,Closed,Original,1/26/1988,4/26/2023,13981,,P0011,Blodgette,Kristen,,Associate Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
342,S0214,The Phantom of the Opera,Closed,Original,1/26/1988,4/26/2023,13981,,P0011,Blodgette,Kristen,,Associate Conductor,1/1/1989,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
343,S0214,The Phantom of the Opera,Closed,Original,1/26/1988,4/26/2023,13981,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
344,S0215,The Pirates of Penzance,Closed,Revival,1/8/1981,11/28/1982,787,,P0003,Anderson,Sue,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anderson-87305,https://flerlageapps.com/Women-Conductors/P0003.jpg,,
345,S0216,The Prom,Closed,Original,11/15/2018,8/11/2019,309,,P0020,Campbell,Mary-Mitchell,,Music Supervisor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
346,S0216,The Prom,Closed,Original,11/15/2018,8/11/2019,309,,P0103,Zervoulis Bate,Meg,,Music Director / Conductor,,,,https://www.megzmusic.com/,https://www.ibdb.com/broadway-cast-staff/meg-zervoulis-518150,https://flerlageapps.com/Women-Conductors/P0103.jpg,Photo by Priyanca Rao,
347,S0217,The Rothschilds,Closed,Original,10/19/1970,1/1/1972,507,,P0021,Campbell,Sande,1937-2024,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sande-campbell-84933,https://flerlageapps.com/Women-Conductors/P0021.jpg,,
348,S0218,The Scarlet Pimpernel,Closed,Original,11/9/1997,1/2/2000,772,,P0013,Cavett,Wendy Bobbitt,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/wendy-bobbitt-cavett-112867,https://flerlageapps.com/Women-Conductors/P0013.jpg,,
349,S0219,The Secret Garden,Closed,Original,4/24/1991,1/3/1993,709,,P0089,Tesori,Jeanine,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jeanine-tesori-12488,https://flerlageapps.com/Women-Conductors/P0089.jpg,,
350,S0220,The Story of My Life,Closed,Original,2/19/2009,2/22/2009,5,,P0004,Anschutz,Sue,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
351,S0221,The Who's Tommy,Closed,Original,4/22/1993,6/17/1995,899,,P0075,Rosenberg,Jan,1953-2010,Associate Conductor,1/1/1994,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
352,S0221,The Who's Tommy,Closed,Original,4/22/1993,6/17/1995,899,,P0089,Tesori,Jeanine,,Associate Conductor,1/1/1994,,,,https://www.ibdb.com/broadway-cast-staff/jeanine-tesori-12488,https://flerlageapps.com/Women-Conductors/P0089.jpg,,
353,S0222,The Who's Tommy,Closed,Revival,3/28/2024,7/21/2024,132,,P0069,Morton,Amanda,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/amanda-morton-525182,https://flerlageapps.com/Women-Conductors/P0069.jpg,,
354,S0223,The Wild Party (LaChiusa),Closed,Original,3/10/2000,6/11/2000,68,,P0094,Twine,Linda,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
355,S0224,The Wiz,Closed,Original,1/5/1975,1/28/1979,1672,,P0094,Twine,Linda,,Assistant Conductor,1/1/1975,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
356,S0225,The Woman in White,Closed,Original,11/17/2005,2/19/2006,109,,P0011,Blodgette,Kristen,,Associate Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
357,S0225,The Woman in White,Closed,Original,11/17/2005,2/19/2006,109,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
358,S0226,They're Playing Our Song,Closed,Original,2/11/1979,9/6/1981,1082,,P0061,Liebergall,Fran,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/fran-liebergall-89480,https://flerlageapps.com/Women-Conductors/P0061.jpg,,Worked as Marvin Hamlisch's assistant for many years
359,S0226,They're Playing Our Song,Closed,Original,2/11/1979,9/6/1981,1082,,P0061,Liebergall,Fran,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/fran-liebergall-89480,https://flerlageapps.com/Women-Conductors/P0061.jpg,,Worked as Marvin Hamlisch's assistant for many years
360,S0226,They're Playing Our Song,Closed,Original,2/11/1979,9/6/1981,1082,,P0079,Segovia,Yolanda,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
361,S0227,Tina: The Tina Turner Musical,Closed,Original,11/7/2019,8/14/2022,482,,P0068,Moore,Jodie,,Substitute Conductor,1/1/2022,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
362,S0227,Tina: The Tina Turner Musical,Closed,Original,11/7/2019,8/14/2022,482,,P0095,Victory,Annastasia,,Substitute Conductor,,,,https://www.annastasiavictory.com/,https://www.ibdb.com/broadway-cast-staff/annastasia-victory-532731,https://flerlageapps.com/Women-Conductors/P0095.jpg,,
363,S0228,Titanic,Closed,Original,4/23/1997,3/21/1999,804,,P0045,Goldrich,Zina,,Assistant Conductor,1/1/1998,,,https://www.zinagoldrich.com/,https://www.ibdb.com/broadway-cast-staff/zina-goldrich-453983,https://flerlageapps.com/Women-Conductors/P0045.jpg,,
364,S0229,To Kill a Mockingbird,Closed,Other,12/13/2018,1/16/2022,626,Play with Music,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
365,S0230,Tootsie,Closed,Original,4/23/2019,1/5/2020,293,,P0047,Grody,Andrea,,Co-Music Supervisor,,,,https://www.andreagrody.com/,https://www.ibdb.com/broadway-cast-staff/andrea-grody-515120,https://flerlageapps.com/Women-Conductors/P0047.jpg,,
366,S0230,Tootsie,Closed,Original,4/23/2019,1/5/2020,293,,P0047,Grody,Andrea,,Music Director / Conductor,,,,https://www.andreagrody.com/,https://www.ibdb.com/broadway-cast-staff/andrea-grody-515120,https://flerlageapps.com/Women-Conductors/P0047.jpg,,
367,S0231,Tuck Everlasting,Closed,Original,4/26/2016,5/29/2016,39,,P0020,Campbell,Mary-Mitchell,,Co-Music Supervisor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
368,S0231,Tuck Everlasting,Closed,Original,4/26/2016,5/29/2016,39,,P0020,Campbell,Mary-Mitchell,,Music Director / Conductor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
369,S0232,Twelfth Night,Closed,Original,7/16/1998,8/30/1998,53,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
370,S0233,Victor/Victoria,Closed,Original,10/25/1995,7/27/1997,734,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
371,S0234,Waitress,Closed,Original,4/24/2016,1/5/2020,1544,,P0009,Benson,Madeline,,Substitute Conductor,,,,https://www.madeline-benson.com/,,https://flerlageapps.com/Women-Conductors/P0009.jpg,,The youngest woman to ever conduct on Broadway when she made her debut at Waitress.
372,S0234,Waitress,Closed,Original,4/24/2016,1/5/2020,1544,,P0031,DiGiallonardo,Nadia,,Music Supervisor / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/nadia-digiallonardo-483487,https://flerlageapps.com/Women-Conductors/P0031.jpg,,
373,S0234,Waitress,Closed,Original,4/24/2016,1/5/2020,1544,,P0040,Gatchell,Mary,,Substitute Conductor,12/1/2018,12/31/2019,,https://www.marygatchell.com/,,https://flerlageapps.com/Women-Conductors/P0040.jpg,,
374,S0234,Waitress,Closed,Original,4/24/2016,1/5/2020,1544,,P0068,Moore,Jodie,,Substitute Conductor,1/1/2016,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
375,S0235,Waitress,Closed,Other,9/2/2021,12/20/2021,122,Re-opening after pandemic,P0031,DiGiallonardo,Nadia,,Music Supervisor / Conductor,9/1/2021,12/1/2021,,,https://www.ibdb.com/broadway-cast-staff/nadia-digiallonardo-483487,https://flerlageapps.com/Women-Conductors/P0031.jpg,,
376,S0235,Waitress,Closed,Other,9/2/2021,12/20/2021,122,Re-opening after pandemic,P0040,Gatchell,Mary,,Substitute Conductor,9/1/2021,12/31/2021,,https://www.marygatchell.com/,,https://flerlageapps.com/Women-Conductors/P0040.jpg,,
377,S0236,Water for Elephants,Closed,Original,3/21/2024,12/8/2024,301,,P0020,Campbell,Mary-Mitchell,,Co-Music Supervisor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
378,S0236,Water for Elephants,Closed,Original,3/21/2024,12/8/2024,301,,P0032,Doran,Elizabeth,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/elizabeth-doran-520447,https://flerlageapps.com/Women-Conductors/P0032.jpg,,
379,S0237,West Side Story,Closed,Revival,3/19/2009,1/2/2011,748,,P0092,Torre,Maggie,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
380,S0238,West Side Story,Closed,Revival,2/20/2020,3/11/2020,24,,P0103,Zervoulis Bate,Meg,,Associate Conductor,,,,https://www.megzmusic.com/,https://www.ibdb.com/broadway-cast-staff/meg-zervoulis-518150,https://flerlageapps.com/Women-Conductors/P0103.jpg,Photo by Priyanca Rao,
381,S0239,Wildcat,Closed,Original,12/16/1960,6/3/1961,171,,P0048,Gustafson,Karen,,Substitute Conductor,1/1/1961,12/31/1961,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
382,S0240,Wonderful Town,Closed,Revival,11/23/2003,1/30/2005,497,,P0004,Anschutz,Sue,,Associate Conductor,1/1/2004,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
383,S0240,Wonderful Town,Closed,Revival,11/23/2003,1/30/2005,497,,P0087,Stifelman,Leslie,,Associate Conductor,11/23/2003,1/1/2004,,https://www.lesliestifelman.com/,https://www.ibdb.com/broadway-cast-staff/leslie-stifelman-391275,https://flerlageapps.com/Women-Conductors/P0087.jpg,,
384,S0241,"You're a Good Man, Charlie Brown",Closed,Revival,2/4/1999,6/13/1999,149,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
385,S0241,"You're a Good Man, Charlie Brown",Closed,Revival,2/4/1999,6/13/1999,149,,P0080,Shankel,Lynne,,Associate Conductor,,,,https://www.lynneshankel.com/,https://www.ibdb.com/broadway-cast-staff/lynne-shankel-390754,https://flerlageapps.com/Women-Conductors/P0080.jpg,,
