    ROW ID,SHOW ID,SHOW,Status,PRODUCTION TYPE,OPENING  DATE,CLOSING  DATE,# of  PERFORMANCES,PRODUCTION NOTES,PERSON ID,LAST NAME,FIRST NAME,Lifespan if deceased,Role,Person Start Date,Person End Date,PREFIX,WEBSITE,INTERNET BROADWAY DATABASE,LINK TO PHOTO,Photo Credit,PERSON FUN FACTS
99,S0061,"Diana, The Musical",Closed,Original,11/11/2021,12/19/2021,34,,P0008,Bennett,Haley,,Associate Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/haley-bennett-516909,https://flerlageapps.com/Women-Conductors/P0008.jpg,Photo by Gareth Keegan,
100,S0061,"Diana, The Musical",Closed,Original,11/11/2021,12/19/2021,34,,P0008,Bennett,Haley,,Alternate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/haley-bennett-516909,https://flerlageapps.com/Women-Conductors/P0008.jpg,Photo by Gareth Keegan,
101,S0062,Dirty Rotten Scoundrels,Closed,Original,3/3/2005,9/3/2006,627,,P0075,Rosenberg,Jan,1953-2010,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
102,S0063,Doctor Jazz,Closed,Original,3/19/1975,3/22/1975,5,,P0015,Brown,Joyce,1920-2015,Associate Music Director,,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
103,S0063,Doctor Jazz,Closed,Original,3/19/1975,3/22/1975,5,,P0021,Campbell,Sande,1937-2024,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sande-campbell-84933,https://flerlageapps.com/Women-Conductors/P0021.jpg,,
104,S0064,Dr. Seuss' How the Grinch Stole Christmas,Closed,Original,11/8/2006,1/7/2007,107,,P0004,Anschutz,Sue,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
105,S0065,Dr. Seuss' How the Grinch Stole Christmas,Closed,Revival,11/9/2007,1/6/2008,96,,P0004,Anschutz,Sue,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
106,S0066,"Dracula, the Musical",Closed,Original,8/19/2004,1/2/2005,158,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
107,S0067,Dream,Closed,Original,4/3/1997,7/6/1997,109,,P0075,Rosenberg,Jan,1953-2010,Assistant Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
108,S0068,Dreamgirls,Closed,Original,12/20/1981,8/11/1985,1521,,P0079,Segovia,Yolanda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
109,S0069,Dreamgirls,Closed,Revival,6/28/1987,11/29/1987,177,,P0079,Segovia,Yolanda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
110,S0069,Dreamgirls,Closed,Revival,6/28/1987,11/29/1987,177,,P0101,Williams,Beth,,Assistant Conductor,1/1/1987,,,,https://www.ibdb.com/broadway-cast-staff/beth-williams-92605,https://flerlageapps.com/Women-Conductors/P0101.jpg,,
111,S0070,Elf,Closed,Original,11/9/2012,1/6/2013,74,,P0004,Anschutz,Sue,,Associate Conductor,1/1/2012,,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
112,S0071,Eubie!,Closed,Original,9/20/1978,10/7/1979,439,,P0023,Carter,Vicki,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/vicki-carter-95628,https://flerlageapps.com/Women-Conductors/P0023.jpg,,
113,S0072,Evita,Closed,Revival,4/5/2012,1/26/2013,337,,P0011,Blodgette,Kristen,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
114,S0072,Evita,Closed,Revival,4/5/2012,1/26/2013,337,,P0011,Blodgette,Kristen,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
115,S0073,Fiddler on the Roof,Closed,Revival,11/18/1990,6/16/1991,241,,P0096,Walker,Sheilah,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sheilah-walker-506876,https://flerlageapps.com/Women-Conductors/P0096.jpg,,
116,S0074,Fiddler on the Roof,Closed,Revival,12/20/2015,12/31/2016,431,,P0046,Grigsby,Kimberly,,Conductor,1/1/2016,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
117,S0075,Finding Neverland,Closed,Original,4/15/2015,8/21/2016,565,,P0020,Campbell,Mary-Mitchell,,Music Director / Conductor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
118,S0075,Finding Neverland,Closed,Original,4/15/2015,8/21/2016,565,,P0066,McBride,Julie,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/julie-mcbride-501316,https://flerlageapps.com/Women-Conductors/P0066.jpg,,
119,S0076,Flying Over Sunset,Closed,Original,12/13/2021,1/16/2022,35,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
120,S0077,Fosse,Closed,Original,1/14/1999,8/25/2001,1093,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
121,S0077,Fosse,Closed,Original,1/14/1999,8/25/2001,1093,,P0100,Will,Ethyl,,Conductor,1/1/2000,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
122,S0078,Frozen,Closed,Original,3/22/2018,3/11/2020,825,,P0036,duChateau,Annbritt,,Associate Music Director / Associate Conductor,6/1/2018,3/11/2020,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
123,S0079,Funny Girl,Closed,Revival,4/24/2022,9/3/2023,569,,P0067,Meng,Cynthia,,Alternate Conductor,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
124,S0079,Funny Girl,Closed,Revival,4/24/2022,9/3/2023,569,,P0103,Zervoulis Bate,Meg,,Associate Music Director / Associate Conductor,,,,https://www.megzmusic.com/,https://www.ibdb.com/broadway-cast-staff/meg-zervoulis-518150,https://flerlageapps.com/Women-Conductors/P0103.jpg,Photo by Priyanca Rao,
125,S0080,Ghost,Closed,Original,4/23/2012,8/18/2012,136,,P0001,Abramson,Deborah,,Assistant Conductor,,,,https://www.deborahabramson.com/,https://www.ibdb.com/broadway-cast-staff/deborah-abramson-454280,https://flerlageapps.com/Women-Conductors/P0001.jpg,,
126,S0081,Golden Boy,Closed,Original,9/23/1964,3/5/1966,568,,P0015,Brown,Joyce,1920-2015,Associate Music Director,,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
127,S0081,Golden Boy,Closed,Original,9/23/1964,3/5/1966,568,,P0015,Brown,Joyce,1920-2015,Conductor,5/1/1965,,Dr.,,https://www.ibdb.com/broadway-cast-staff/joyce-brown-79156,https://flerlageapps.com/Women-Conductors/P0015.jpg,,"Broadway's first Black female conductor (Golden Boy, replacement circa 1965)
Broadway's first Black female conductor to open a show (Purlie, 1970)"
128,S0082,Good News,Closed,Revival,12/23/1974,1/4/1975,16,,P0071,Redfield,Liza,1924-2018,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/liza-redfield-83043,https://flerlageapps.com/Women-Conductors/P0071.jpg,,"Broadway's first full time female conductor (The Music Man, replacement 1960)"
129,S0083,Good Vibrations,Closed,Original,2/2/2005,4/24/2005,94,,P0033,Draus,Susan,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/susan-draus-391085,https://flerlageapps.com/Women-Conductors/P0033.jpg,,
130,S0083,Good Vibrations,Closed,Original,2/2/2005,4/24/2005,94,,P0070,Puricelli,Denise,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/denise-puricelli-478954,https://flerlageapps.com/Women-Conductors/P0070.jpg,,
131,S0084,Grand Hotel,Closed,Original,11/12/1989,4/25/1992,1017,,P0021,Campbell,Sande,1937-2024,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sande-campbell-84933,https://flerlageapps.com/Women-Conductors/P0021.jpg,,
132,S0085,Grease,Closed,Revival,8/19/2007,1/4/2009,554,,P0046,Grigsby,Kimberly,,Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
133,S0086,Gutenberg! The Musical,Closed,Original,10/12/2023,1/28/2024,125,,P0069,Morton,Amanda,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/amanda-morton-525182,https://flerlageapps.com/Women-Conductors/P0069.jpg,,
134,S0087,Guys and Dolls,Closed,Other,7/21/1976,2/13/1977,239,All Black Revival,P0072,Richardson,Lea,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/lea-richardson-88386,,,
135,S0088,Gypsy,Closed,Revival,11/16/1989,7/28/1991,581,,P0089,Tesori,Jeanine,,Associate Conductor,1/1/1990,,,,https://www.ibdb.com/broadway-cast-staff/jeanine-tesori-12488,https://flerlageapps.com/Women-Conductors/P0089.jpg,,
136,S0089,Gypsy,Closed,Revival,5/1/2003,5/30/2004,451,,P0100,Will,Ethyl,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/ethyl-will-71588,https://flerlageapps.com/Women-Conductors/P0100.jpg,,Ethyl Will has been conducting the Radio City Christmas Spectacular since 2010. She was the first (and so far the only) woman to conduct the Radio City orchestra.
137,S0090,Hadestown,Running,Original,4/17/2019,,2132,,P0067,Meng,Cynthia,,Alternate Conductor,,,,https://www.cynthiameng.com/,https://www.ibdb.com/broadway-cast-staff/cynthia-meng-527175,https://flerlageapps.com/Women-Conductors/P0067.jpg,,
138,S0091,Hair,Closed,Original,4/29/1968,7/1/1972,1750,,P0050,Harris,Margaret Rosezarian,1943-2000,Music Director / Conductor,1/1/1970,,,,https://www.ibdb.com/broadway-cast-staff/margaret-harris-83165,https://flerlageapps.com/Women-Conductors/P0050.jpg,,
139,S0092,Hair,Closed,Revival,3/31/2009,6/27/2010,519,,P0031,DiGiallonardo,Nadia,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/nadia-digiallonardo-483487,https://flerlageapps.com/Women-Conductors/P0031.jpg,,
140,S0093,Hair,Closed,Revival,7/13/2011,9/10/2011,67,,P0031,DiGiallonardo,Nadia,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/nadia-digiallonardo-483487,https://flerlageapps.com/Women-Conductors/P0031.jpg,,
141,S0094,Hairspray,Closed,Original,8/15/2002,1/4/2009,2642,,P0068,Moore,Jodie,,Alternate Conductor,1/1/2006,,,,https://www.ibdb.com/broadway-cast-staff/jodie-moore-483753,https://flerlageapps.com/Women-Conductors/P0068.jpg,,
142,S0095,Hamilton,Running,Original,8/6/2015,,3661,,P0013,Cavett,Wendy Bobbitt,,Alternate Conductor,1/1/2016,12/31/2024,,,https://www.ibdb.com/broadway-cast-staff/wendy-bobbitt-cavett-112867,https://flerlageapps.com/Women-Conductors/P0013.jpg,,
143,S0095,Hamilton,Running,Original,8/6/2015,,3661,,P0062,Ling,Lily,,Alternate Conductor,8/1/2022,,,,https://www.ibdb.com/broadway-cast-staff/lily-ling-517858,https://flerlageapps.com/Women-Conductors/P0062.jpg,Photo by Alejandro Ibarra,
144,S0095,Hamilton,Running,Original,8/6/2015,,3661,,P0081,Sherrell,Kat,,Substitute Conductor,5/1/2025,,,https://www.katsherrell.com/,https://www.ibdb.com/broadway-cast-staff/kat-sherrell-532301,https://flerlageapps.com/Women-Conductors/P0081.jpg,,
145,S0096,Hands on a Hardbody,Closed,Original,3/21/2013,5/13/2013,28,,P0029,Dean,Carmel,,Music Director / Conductor,,,,https://carmeldean.com/,https://www.ibdb.com/broadway-cast-staff/carmel-dean-394061,https://flerlageapps.com/Women-Conductors/P0029.jpg,,
146,S0097,Head Over Heels,Closed,Original,7/26/2018,1/6/2019,188,,P0022,Cardona,Jane,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jane-cardona-518820,https://flerlageapps.com/Women-Conductors/P0022.jpg,,
147,S0097,Head Over Heels,Closed,Original,7/26/2018,1/6/2019,188,,P0022,Cardona,Jane,,Music Director / Conductor,1/1/2018,,,,https://www.ibdb.com/broadway-cast-staff/jane-cardona-518820,https://flerlageapps.com/Women-Conductors/P0022.jpg,,
148,S0097,Head Over Heels,Closed,Original,7/26/2018,1/6/2019,188,,P0046,Grigsby,Kimberly,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/kimberly-grigsby-69861,https://flerlageapps.com/Women-Conductors/P0046.jpg,,
149,S0097,Head Over Heels,Closed,Original,7/26/2018,1/6/2019,188,,P0063,Marshall,Emily,,Associate Music Director / Associate Conductor,1/1/2018,,,https://www.emilymarshallmusic.com/,https://www.ibdb.com/broadway-cast-staff/emily-marshall-505368,https://flerlageapps.com/Women-Conductors/P0063.jpg,,
150,S0097,Head Over Heels,Closed,Original,7/26/2018,1/6/2019,188,,P0066,McBride,Julie,,Music Director / Conductor,1/1/2018,,,,https://www.ibdb.com/broadway-cast-staff/julie-mcbride-501316,https://flerlageapps.com/Women-Conductors/P0066.jpg,,
151,S0098,Hell's Kitchen,Running,Original,4/20/2024,,671,,P0062,Ling,Lily,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/lily-ling-517858,https://flerlageapps.com/Women-Conductors/P0062.jpg,Photo by Alejandro Ibarra,
152,S0099,How to Dance in Ohio,Closed,Original,12/10/2023,2/11/2024,72,,P0027,D'Angelo,Nicole,,Assistant Music Director,,,,https://www.nicoledangelo.me/,https://www.ibdb.com/broadway-cast-staff/nicole-dangelo-537649,https://flerlageapps.com/Women-Conductors/P0027.jpg,,
153,S0099,How to Dance in Ohio,Closed,Original,12/10/2023,2/11/2024,72,,P0062,Ling,Lily,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/lily-ling-517858,https://flerlageapps.com/Women-Conductors/P0062.jpg,Photo by Alejandro Ibarra,
154,S0100,If/Then,Closed,Original,3/30/2014,3/22/2015,401,,P0029,Dean,Carmel,,Music Director / Conductor,,,,https://carmeldean.com/,https://www.ibdb.com/broadway-cast-staff/carmel-dean-394061,https://flerlageapps.com/Women-Conductors/P0029.jpg,,
155,S0101,Ilya Darling,Closed,Original,4/11/1967,1/13/1968,320,,P0048,Gustafson,Karen,,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
156,S0102,Into the Woods,Closed,Original,4/13/2002,12/29/2002,279,,P0036,duChateau,Annbritt,,Assistant Conductor,4/30/2002,12/29/2002,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
157,S0103,Jack's Romance,Closed,Original,2/22/1915,2/27/1915,8,Was the composer as well,P0012,Bloodgood,Linda,,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/linda-bloodgood-464752,,,
158,S0104,Jagged Little Pill,Closed,Original,12/5/2019,12/17/2021,171,,P0022,Cardona,Jane,,Substitute Conductor,1/1/2019,,,,https://www.ibdb.com/broadway-cast-staff/jane-cardona-518820,https://flerlageapps.com/Women-Conductors/P0022.jpg,,
159,S0104,Jagged Little Pill,Closed,Original,12/5/2019,12/17/2021,171,,P0063,Marshall,Emily,,Associate Music Director / Associate Conductor,1/1/2021,,,https://www.emilymarshallmusic.com/,https://www.ibdb.com/broadway-cast-staff/emily-marshall-505368,https://flerlageapps.com/Women-Conductors/P0063.jpg,,
160,S0105,James Joyce's The Dead,Closed,Original,1/11/2000,4/16/2000,120,,P0001,Abramson,Deborah,,Assistant Conductor,,,,https://www.deborahabramson.com/,https://www.ibdb.com/broadway-cast-staff/deborah-abramson-454280,https://flerlageapps.com/Women-Conductors/P0001.jpg,,
161,S0106,Jekyll & Hyde,Closed,Original,4/28/1997,1/7/2001,1543,,P0074,Rosen,Cherie,,Assistant Conductor,1/1/2000,,,,https://www.ibdb.com/broadway-cast-staff/cherie-rosen-82812,https://flerlageapps.com/Women-Conductors/P0074.jpg,,
162,S0106,Jekyll & Hyde,Closed,Original,4/28/1997,1/7/2001,1543,,P0075,Rosenberg,Jan,1953-2010,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
163,S0106,Jekyll & Hyde,Closed,Original,4/28/1997,1/7/2001,1543,,P0075,Rosenberg,Jan,1953-2010,Associate Conductor,5/1/1998,,,,https://www.ibdb.com/broadway-cast-staff/jan-rosenberg-72997,https://flerlageapps.com/Women-Conductors/P0075.jpg,,
164,S0107,Jelly's Last Jam,Closed,Original,4/26/1992,9/5/1993,569,,P0094,Twine,Linda,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
165,S0108,Jerome Robbins' Broadway,Closed,Original,2/26/1989,9/1/1990,633,,P0034,Phillips,Pam Drews,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/pam-drews-phillips-72408,https://flerlageapps.com/Women-Conductors/P0034.jpg,,
166,S0109,Jerry's Girls,Closed,Original,11/26/1985,4/20/1986,141,,P0042,Glazener Roma,Janet,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/janet-glazener-87303,https://flerlageapps.com/Women-Conductors/P0042.jpg,,
167,S0109,Jerry's Girls,Closed,Original,11/26/1985,4/20/1986,141,,P0060,Libkin,Maida,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maida-libkin-87304,https://flerlageapps.com/Women-Conductors/P0060.jpg,,
168,S0110,Jersey Boys,Closed,Original,11/6/2005,1/15/2017,4642,,P0007,Barsha,Debra,,Associate Conductor,1/1/2011,12/31/2017,,https://debrabarsha.com/,https://www.ibdb.com/broadway-cast-staff/debra-barsha-490933,https://flerlageapps.com/Women-Conductors/P0007.jpg,Photo by Joe Henson,
169,S0110,Jersey Boys,Closed,Original,11/6/2005,1/15/2017,4642,,P0052,Hurwitz,Deborah N.,,Associate Conductor,11/6/2005,12/31/2011,,https://hurwitzmusic.com/,https://www.ibdb.com/broadway-cast-staff/deborah-hurwitz-392481,https://flerlageapps.com/Women-Conductors/P0052.jpg,,Synth Programmer for all of Jersey Boys worldwide
170,S0111,Jesus Christ Superstar,Closed,Revival,4/16/2000,9/3/2000,161,,P0011,Blodgette,Kristen,,Associate Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
171,S0112,Kimberly Akimbo,Closed,Original,11/10/2022,4/28/2024,612,,P0030,Delano,Leigh,,Substitute Conductor,12/1/2023,2/29/2024,,https://leighdelano.com/,https://www.ibdb.com/broadway-cast-staff/leigh-delano-539975,https://flerlageapps.com/Women-Conductors/P0030.jpg,,
172,S0113,King of Hearts,Closed,Original,10/22/1978,12/2/1978,48,,P0048,Gustafson,Karen,,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
173,S0113,King of Hearts,Closed,Original,10/22/1978,12/2/1978,48,,P0079,Segovia,Yolanda,,Assistant Music Director / Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/yolanda-segovia-77475,https://flerlageapps.com/Women-Conductors/P0079.jpg,,
174,S0114,"Kiss Me, Kate",Closed,Revival,11/18/1999,12/30/2001,881,,P0036,duChateau,Annbritt,,Assistant Conductor,11/18/1999,12/31/2000,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
175,S0114,"Kiss Me, Kate",Closed,Revival,11/18/1999,12/30/2001,881,,P0036,duChateau,Annbritt,,Associate Conductor,1/1/2001,12/30/2001,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
176,S0115,KPOP,Closed,Original,11/27/2022,12/11/2022,17,,P0057,Kim-Ramsey,Sujin,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/sujin-kim-ramsey-534374,https://flerlageapps.com/Women-Conductors/P0057.jpg,,
177,S0115,KPOP,Closed,Original,11/27/2022,12/11/2022,17,,P0069,Morton,Amanda,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/amanda-morton-525182,https://flerlageapps.com/Women-Conductors/P0069.jpg,,
178,S0116,Kristen Chenoweth: For the Girls,Closed,Original,11/8/2019,11/17/2019,8,,P0020,Campbell,Mary-Mitchell,,Music Director / Conductor,,,,https://www.marymitchellcampbell.com/,https://www.ibdb.com/broadway-cast-staff/mary-mitchell-campbell-423557,https://flerlageapps.com/Women-Conductors/P0020.jpg,,
179,S0117,La Cage Aux Folles,Closed,Revival,12/9/2004,6/26/2005,229,,P0092,Torre,Maggie,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/maggie-torre-105364,,,
180,S0118,La Grosse Valise,Closed,Original,12/14/1965,12/18/1965,7,,P0048,Gustafson,Karen,,Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
181,S0119,Lempicka,Closed,Original,4/14/2024,5/19/2024,41,,P0066,McBride,Julie,,Associate Music Director / Associate Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/julie-mcbride-501316,https://flerlageapps.com/Women-Conductors/P0066.jpg,,
182,S0119,Lempicka,Closed,Original,4/14/2024,5/19/2024,41,,P0099,Wicks,Charity,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/charity-wicks-505937,https://flerlageapps.com/Women-Conductors/P0099.jpg,,
183,S0120,Lena Horne: The Lady and Her Music,Closed,Original,5/12/1981,6/30/1982,333,,P0094,Twine,Linda,,Assistant Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/linda-twine-76696,https://flerlageapps.com/Women-Conductors/P0094.jpg,,
184,S0121,Les Misérables,Closed,Original,3/12/1987,5/18/2003,6680,,P0043,Goetz,Sariva,,Assistant Conductor,6/1/1993,,,https://www.sarivagoetz.com/,https://www.ibdb.com/broadway-cast-staff/sariva-goetz-410640,https://flerlageapps.com/Women-Conductors/P0043.jpg,,
185,S0121,Les Misérables,Closed,Original,3/12/1987,5/18/2003,6680,,P0101,Williams,Beth,,Assistant Conductor,1/1/1991,6/30/1994,,,https://www.ibdb.com/broadway-cast-staff/beth-williams-92605,https://flerlageapps.com/Women-Conductors/P0101.jpg,,
186,S0121,Les Misérables,Closed,Original,3/12/1987,5/18/2003,6680,,P0101,Williams,Beth,,Associate Conductor,7/1/1994,8/31/1996,,,https://www.ibdb.com/broadway-cast-staff/beth-williams-92605,https://flerlageapps.com/Women-Conductors/P0101.jpg,,
187,S0121,Les Misérables,Closed,Original,3/12/1987,5/18/2003,6680,,P0101,Williams,Beth,,Music Director / Conductor,9/1/1996,12/31/1996,,,https://www.ibdb.com/broadway-cast-staff/beth-williams-92605,https://flerlageapps.com/Women-Conductors/P0101.jpg,,
188,S0122,Les Misérables,Closed,Revival,11/9/2006,1/6/2008,463,,P0036,duChateau,Annbritt,,Assistant Conductor,11/9/2006,1/6/2008,,https://www.annbrittduchateau.com/,https://www.ibdb.com/broadway-cast-staff/annbritt-duchateau-112939,https://flerlageapps.com/Women-Conductors/P0036.jpg,,
189,S0123,Let's Sing Yiddish,Closed,Original,11/8/1966,1/28/1967,107,,P0084,Solomon,Renee,,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/renee-solomon-102716,,,
190,S0124,"Light, Lively and Yiddish",Closed,Original,10/27/1970,1/9/1971,87,,P0084,Solomon,Renee,,Music Director / Conductor,,,,,https://www.ibdb.com/broadway-cast-staff/renee-solomon-102716,,,
191,S0125,Little Shop of Horrors,Closed,Original,10/2/2003,8/22/2004,372,,P0070,Puricelli,Denise,,Assistant Conductor,1/1/2004,,,,https://www.ibdb.com/broadway-cast-staff/denise-puricelli-478954,https://flerlageapps.com/Women-Conductors/P0070.jpg,,
192,S0125,Little Shop of Horrors,Closed,Original,10/2/2003,8/22/2004,372,,P0088,Stitt,Georgia,,Assistant Conductor,,,,https://georgiastitt.com/,https://www.ibdb.com/broadway-cast-staff/georgia-stitt-116110,https://flerlageapps.com/Women-Conductors/P0088.jpg,Photo by Monica Simoes,
193,S0126,Lost in the Stars,Closed,Revival,4/18/1972,5/21/1972,39,,P0048,Gustafson,Karen,,Music Director,,,,,https://www.ibdb.com/broadway-cast-staff/karen-gustafson-90439,https://flerlageapps.com/Women-Conductors/P0048.jpg,Karen Gustafson (left) and Dorothea Freitag (right),"Broadway's first female pit pianist (The Vamp, 1955)"
194,S0127,Lovemusik,Closed,Original,5/3/2007,6/24/2007,60,,P0011,Blodgette,Kristen,,Music Supervisor,,,,,https://www.ibdb.com/broadway-cast-staff/kristen-blodgette-95014,https://flerlageapps.com/Women-Conductors/P0011.jpg,,
195,S0128,Mamma Mia!,Closed,Original,10/18/2001,9/12/2015,5758,,P0004,Anschutz,Sue,,Alternate Conductor,1/1/2003,12/31/2013,,,https://www.ibdb.com/broadway-cast-staff/sue-anschutz-109379,https://flerlageapps.com/Women-Conductors/P0004.jpg,Photo by Deborah Abramson,
